,invoice_id,branch,city,customer_type,gender,product_line,unit_price,quantity,payment_method,rating,dtme,time_of_day,day_name,customer_id
215,802-43-8934,A,Yangon,Normal,Male,Home and lifestyle,18.28,1,Credit card,8.3,2019-03-22,afternoon,Friday,11
216,560-30-5617,B,Mandalay,Normal,Female,Sports and travel,24.77,5,Cash,8.5,2019-03-24,evening,Sunday,19
217,319-74-2561,A,Yangon,Member,Female,Electronic accessories,94.64,3,Cash,5.5,2019-02-21,evening,Thursday,1
218,549-03-9315,B,Mandalay,Normal,Male,Fashion accessories,94.87,8,Ewallet,8.7,2019-02-12,afternoon,Tuesday,24
219,790-29-1172,B,Mandalay,Normal,Female,Food and beverages,57.34,3,Credit card,7.9,2019-03-10,evening,Sunday,20
220,239-36-3640,B,Mandalay,Normal,Male,Electronic accessories,45.35,6,Ewallet,6.1,2019-01-31,afternoon,Thursday,24
221,468-01-2051,B,Mandalay,Normal,Male,Food and beverages,62.08,7,Ewallet,5.4,2019-03-06,afternoon,Wednesday,24
222,389-25-3394,C,Naypyitaw,Normal,Male,Electronic accessories,11.81,5,Cash,9.4,2019-02-17,evening,Sunday,34
223,279-62-1445,C,Naypyitaw,Member,Female,Fashion accessories,12.54,1,Cash,8.2,2019-02-21,afternoon,Thursday,25
224,213-72-6612,A,Yangon,Normal,Male,Food and beverages,43.25,2,Cash,6.2,2019-03-20,afternoon,Wednesday,10
225,746-68-6593,C,Naypyitaw,Member,Female,Sports and travel,87.16,2,Credit card,9.7,2019-01-11,afternoon,Friday,26
226,836-82-5858,B,Mandalay,Member,Male,Health and beauty,69.37,9,Ewallet,4.0,2019-01-26,evening,Saturday,18
227,583-72-1480,C,Naypyitaw,Member,Male,Electronic accessories,37.06,4,Ewallet,9.7,2019-01-31,evening,Thursday,30
228,466-61-5506,B,Mandalay,Member,Female,Electronic accessories,90.7,6,Cash,5.3,2019-02-26,morning,Tuesday,13
229,721-86-6247,A,Yangon,Normal,Female,Home and lifestyle,63.42,8,Ewallet,7.4,2019-03-11,afternoon,Monday,9
230,289-65-5721,B,Mandalay,Normal,Female,Fashion accessories,81.37,2,Cash,6.5,2019-01-26,evening,Saturday,19
231,545-46-3100,B,Mandalay,Member,Female,Electronic accessories,10.59,3,Credit card,8.7,2019-03-12,afternoon,Tuesday,14
232,418-02-5978,B,Mandalay,Normal,Female,Health and beauty,84.09,9,Cash,8.0,2019-02-11,morning,Monday,19
233,269-04-5750,B,Mandalay,Member,Male,Fashion accessories,73.82,4,Cash,6.7,2019-02-21,evening,Thursday,16
234,157-13-5295,A,Yangon,Member,Male,Health and beauty,51.94,10,Ewallet,6.5,2019-03-09,evening,Saturday,6
235,645-78-8093,A,Yangon,Normal,Female,Sports and travel,93.14,2,Ewallet,4.1,2019-01-20,evening,Sunday,9
236,211-30-9270,C,Naypyitaw,Normal,Male,Health and beauty,17.41,5,Credit card,4.9,2019-01-28,afternoon,Monday,35
237,755-12-3214,C,Naypyitaw,Member,Female,Fashion accessories,44.22,5,Credit card,8.6,2019-03-05,evening,Tuesday,26
238,346-84-3103,B,Mandalay,Member,Female,Electronic accessories,13.22,5,Cash,4.3,2019-03-02,evening,Saturday,13
239,478-06-7835,A,Yangon,Normal,Male,Fashion accessories,89.69,1,Ewallet,4.9,2019-01-11,morning,Friday,12
240,540-11-4336,A,Yangon,Normal,Male,Food and beverages,24.94,9,Credit card,5.6,2019-01-11,evening,Friday,11
241,448-81-5016,A,Yangon,Normal,Male,Health and beauty,59.77,2,Credit card,5.8,2019-03-11,afternoon,Monday,11
242,142-72-4741,C,Naypyitaw,Member,Male,Fashion accessories,93.2,2,Credit card,6.0,2019-02-28,evening,Thursday,29
243,217-58-1179,A,Yangon,Member,Male,Home and lifestyle,62.65,4,Cash,4.2,2019-01-05,morning,Saturday,4
244,376-02-8238,B,Mandalay,Normal,Male,Home and lifestyle,93.87,8,Credit card,8.3,2019-02-02,evening,Saturday,23
245,530-90-9855,A,Yangon,Member,Male,Home and lifestyle,47.59,8,Cash,5.7,2019-01-01,afternoon,Tuesday,4
246,866-05-7563,B,Mandalay,Member,Female,Electronic accessories,81.4,3,Cash,4.8,2019-02-09,evening,Saturday,13
247,604-70-6476,A,Yangon,Member,Male,Fashion accessories,17.94,5,Ewallet,6.8,2019-01-23,afternoon,Wednesday,6
248,799-71-1548,A,Yangon,Member,Male,Electronic accessories,77.72,4,Credit card,8.8,2019-01-07,evening,Monday,5
249,785-13-7708,B,Mandalay,Normal,Male,Food and beverages,73.06,7,Credit card,4.2,2019-01-14,evening,Monday,23
250,845-51-0542,B,Mandalay,Member,Male,Food and beverages,46.55,9,Ewallet,6.4,2019-02-02,afternoon,Saturday,18
251,662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,Credit card,8.4,2019-03-17,evening,Sunday,29
252,883-17-4236,C,Naypyitaw,Normal,Female,Sports and travel,14.39,2,Credit card,7.2,2019-03-02,evening,Saturday,32
253,290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,Cash,5.2,2019-03-16,morning,Saturday,10
254,704-11-6354,A,Yangon,Member,Male,Home and lifestyle,58.9,8,Cash,8.9,2019-01-06,morning,Sunday,4
255,110-48-7033,B,Mandalay,Member,Male,Fashion accessories,32.62,4,Cash,9.0,2019-01-29,afternoon,Tuesday,16
256,366-93-0948,A,Yangon,Member,Male,Electronic accessories,66.35,1,Credit card,9.7,2019-01-31,morning,Thursday,5
257,729-09-9681,A,Yangon,Member,Male,Home and lifestyle,25.91,6,Ewallet,8.7,2019-02-05,morning,Tuesday,6
258,151-16-1484,A,Yangon,Member,Male,Electronic accessories,32.25,4,Ewallet,6.5,2019-02-13,afternoon,Wednesday,6
259,380-94-4661,C,Naypyitaw,Member,Male,Electronic accessories,65.94,4,Credit card,6.9,2019-02-07,afternoon,Thursday,29
260,850-41-9669,A,Yangon,Normal,Female,Electronic accessories,75.06,9,Ewallet,6.2,2019-03-19,afternoon,Tuesday,9
261,821-07-3596,C,Naypyitaw,Normal,Female,Fashion accessories,16.45,4,Ewallet,5.6,2019-03-07,afternoon,Thursday,33
262,655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,Cash,5.7,2019-03-13,evening,Wednesday,13
263,447-15-7839,A,Yangon,Member,Female,Sports and travel,22.24,10,Cash,4.2,2019-02-09,morning,Saturday,1
264,154-74-7179,B,Mandalay,Normal,Male,Sports and travel,54.45,1,Ewallet,7.9,2019-02-26,evening,Tuesday,24
265,253-12-6086,A,Yangon,Member,Female,Sports and travel,98.4,7,Credit card,8.7,2019-03-12,afternoon,Tuesday,2
266,808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,Credit card,6.9,2019-03-14,evening,Thursday,35
267,571-94-0759,B,Mandalay,Member,Female,Food and beverages,74.6,10,Cash,9.5,2019-01-08,evening,Tuesday,13
268,144-51-6085,A,Yangon,Member,Male,Home and lifestyle,70.74,4,Credit card,4.4,2019-01-05,evening,Saturday,5
269,731-14-2199,A,Yangon,Member,Female,Home and lifestyle,35.54,10,Ewallet,7.0,2019-01-04,afternoon,Friday,3
270,783-09-1637,B,Mandalay,Normal,Female,Sports and travel,67.43,5,Ewallet,6.3,2019-03-06,evening,Wednesday,21
271,687-15-1097,C,Naypyitaw,Member,Female,Health and beauty,21.12,2,Cash,9.7,2019-01-03,evening,Thursday,25
272,126-54-1082,A,Yangon,Member,Female,Home and lifestyle,21.54,9,Credit card,8.8,2019-01-07,morning,Monday,2
273,633-91-1052,A,Yangon,Normal,Female,Home and lifestyle,12.03,2,Cash,5.1,2019-01-27,afternoon,Sunday,7
274,477-24-6490,B,Mandalay,Normal,Female,Health and beauty,99.71,6,Ewallet,7.9,2019-02-26,evening,Tuesday,21
275,566-19-5475,B,Mandalay,Normal,Male,Fashion accessories,47.97,7,Cash,6.2,2019-01-07,evening,Monday,22
276,526-86-8552,C,Naypyitaw,Member,Female,Home and lifestyle,21.82,10,Cash,7.1,2019-01-07,evening,Monday,25
277,376-56-3573,C,Naypyitaw,Normal,Female,Fashion accessories,95.42,4,Ewallet,6.4,2019-02-02,afternoon,Saturday,33
278,537-72-0426,C,Naypyitaw,Member,Male,Fashion accessories,70.99,10,Cash,5.7,2019-03-20,evening,Wednesday,28
279,828-61-5674,A,Yangon,Member,Male,Sports and travel,44.02,10,Credit card,9.6,2019-03-20,evening,Wednesday,5
280,136-08-6195,A,Yangon,Normal,Female,Home and lifestyle,69.96,8,Credit card,6.4,2019-02-15,evening,Friday,8
281,523-38-0215,C,Naypyitaw,Normal,Male,Home and lifestyle,37.0,1,Credit card,7.9,2019-03-06,afternoon,Wednesday,35
282,490-29-1201,A,Yangon,Normal,Female,Sports and travel,15.34,1,Cash,6.5,2019-01-06,morning,Sunday,7
283,667-92-0055,A,Yangon,Member,Male,Health and beauty,99.83,6,Ewallet,8.5,2019-03-04,afternoon,Monday,6
284,565-17-3836,A,Yangon,Member,Female,Health and beauty,47.67,4,Cash,9.1,2019-03-12,afternoon,Tuesday,1
285,498-41-1961,B,Mandalay,Normal,Male,Health and beauty,66.68,5,Cash,7.6,2019-02-20,evening,Wednesday,22
286,593-95-4461,C,Naypyitaw,Member,Male,Home and lifestyle,74.86,1,Cash,6.9,2019-03-24,afternoon,Sunday,28
287,226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,Cash,9.5,2019-01-31,afternoon,Thursday,31
288,283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,Credit card,5.2,2019-01-25,afternoon,Friday,20
289,430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,Cash,4.2,2019-02-03,afternoon,Sunday,1
290,139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,Credit card,7.0,2019-01-24,evening,Thursday,17
291,558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,Ewallet,6.0,2019-03-14,evening,Thursday,36
292,278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,Cash,4.7,2019-02-18,evening,Monday,1
293,316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,Cash,7.1,2019-01-21,morning,Monday,1
294,585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,Ewallet,5.9,2019-03-13,morning,Wednesday,24
295,211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,Cash,7.5,2019-03-03,afternoon,Sunday,25
296,727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,Cash,6.4,2019-03-29,afternoon,Friday,34
297,744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,Ewallet,5.8,2019-01-10,afternoon,Thursday,6
298,307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,Cash,4.5,2019-01-25,afternoon,Friday,4
299,779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,Cash,7.7,2019-01-19,morning,Saturday,25
300,446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,Credit card,6.7,2019-01-02,evening,Wednesday,35
301,573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,Credit card,4.7,2019-03-12,evening,Tuesday,17
302,735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,Cash,4.4,2019-02-25,afternoon,Monday,34
303,439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,Credit card,4.7,2019-03-18,evening,Monday,8
304,396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,Cash,8.6,2019-02-23,afternoon,Saturday,19
305,411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,Ewallet,4.3,2019-03-26,evening,Tuesday,6
306,286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,Cash,9.6,2019-03-30,afternoon,Saturday,7
307,803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,Cash,4.1,2019-02-17,evening,Sunday,1
308,512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,Ewallet,4.7,2019-03-21,morning,Thursday,3
309,848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,Cash,7.8,2019-03-05,evening,Tuesday,7
310,532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,Cash,5.5,2019-01-31,afternoon,Thursday,16
311,181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,Ewallet,9.7,2019-02-05,evening,Tuesday,30
312,870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,Credit card,4.4,2019-02-01,morning,Friday,2
313,423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,Cash,5.0,2019-03-07,afternoon,Thursday,1
314,227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,Cash,4.4,2019-02-10,evening,Sunday,25
315,174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,Cash,5.2,2019-02-14,evening,Thursday,28
316,428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,Cash,7.3,2019-02-09,morning,Saturday,25
317,603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,Cash,4.9,2019-01-10,morning,Thursday,28
318,704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,Credit card,8.1,2019-03-11,evening,Monday,26
319,787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,Ewallet,8.4,2019-02-18,evening,Monday,30
320,649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,Cash,5.5,2019-02-26,evening,Tuesday,31
321,622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,Cash,8.4,2019-01-18,afternoon,Friday,31
322,372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,Ewallet,9.8,2019-02-15,evening,Friday,12
323,563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,Cash,6.7,2019-03-08,afternoon,Friday,7
324,746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,Credit card,9.4,2019-01-17,afternoon,Thursday,11
325,276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,Ewallet,6.4,2019-03-12,evening,Tuesday,24
326,815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,Cash,5.4,2019-03-09,evening,Saturday,4
327,719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,Cash,8.6,2019-03-12,evening,Tuesday,28
328,730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,Credit card,4.0,2019-01-25,morning,Friday,17
329,340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,Cash,7.6,2019-03-25,afternoon,Monday,4
330,868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,Cash,6.8,2019-02-07,evening,Thursday,22
331,634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,Credit card,9.1,2019-02-17,evening,Sunday,11
332,566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,Cash,5.5,2019-02-03,afternoon,Sunday,10
333,442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,Credit card,7.9,2019-03-14,morning,Thursday,5
334,835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,Ewallet,8.5,2019-03-24,afternoon,Sunday,30
335,527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,Credit card,9.1,2019-03-21,morning,Thursday,2
336,898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,Ewallet,7.5,2019-03-19,afternoon,Tuesday,12
337,692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,Cash,5.2,2019-02-24,afternoon,Sunday,19
338,633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,Credit card,9.5,2019-03-28,afternoon,Thursday,32
339,374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,Credit card,8.9,2019-02-05,afternoon,Tuesday,14
340,378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,Credit card,7.8,2019-02-10,evening,Sunday,17
341,433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,Ewallet,8.9,2019-03-05,evening,Tuesday,15
342,873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,Cash,7.7,2019-02-15,evening,Friday,13
343,416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,Ewallet,9.3,2019-01-30,evening,Wednesday,33
344,150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,Cash,6.2,2019-02-14,afternoon,Thursday,10
345,135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,Ewallet,7.6,2019-02-27,evening,Wednesday,9
346,441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,Cash,7.3,2019-02-04,afternoon,Monday,4
347,725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,Cash,4.7,2019-01-20,morning,Sunday,25
348,531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,Cash,5.1,2019-03-28,evening,Thursday,10
349,400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,Credit card,4.8,2019-02-27,morning,Wednesday,20
350,860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,Credit card,6.6,2019-02-15,afternoon,Friday,26
351,834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,Cash,5.5,2019-01-26,evening,Saturday,10
352,115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,Credit card,8.5,2019-03-14,evening,Thursday,14
353,565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27.0,9,Cash,4.8,2019-03-02,afternoon,Saturday,16
354,320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,Cash,8.4,2019-03-04,afternoon,Monday,31
355,889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,Credit card,7.8,2019-01-07,afternoon,Monday,14
356,632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,Credit card,9.3,2019-03-08,evening,Friday,32
357,554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,Cash,5.2,2019-01-09,afternoon,Wednesday,31
358,453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,Ewallet,6.5,2019-03-01,afternoon,Friday,24
359,578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,Cash,5.6,2019-03-16,evening,Saturday,22
360,612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,Credit card,7.4,2019-02-17,morning,Sunday,5
361,605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,Cash,9.1,2019-02-27,afternoon,Wednesday,31
362,471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,Ewallet,8.0,2019-03-07,evening,Thursday,36
363,462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,Cash,7.2,2019-01-21,evening,Monday,10
364,272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,Cash,7.1,2019-02-19,evening,Tuesday,31
365,834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,Cash,9.1,2019-01-06,afternoon,Sunday,31
366,122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,Cash,5.6,2019-03-14,evening,Thursday,31
367,468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,Cash,6.0,2019-03-24,morning,Sunday,4
368,613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,Cash,5.4,2019-01-27,afternoon,Sunday,31
369,254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,Credit card,7.8,2019-03-06,afternoon,Wednesday,5
370,201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,Cash,9.9,2019-02-02,evening,Saturday,13
371,261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,Credit card,4.9,2019-01-25,evening,Friday,20
372,730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,Ewallet,5.2,2019-03-14,evening,Thursday,33
373,382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,Cash,8.9,2019-01-29,afternoon,Tuesday,34
374,422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,Credit card,9.1,2019-01-03,evening,Thursday,8
375,667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,Ewallet,7.0,2019-01-14,afternoon,Monday,3
376,843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,Credit card,9.6,2019-01-05,evening,Saturday,14
377,743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,Ewallet,8.7,2019-02-22,evening,Friday,36
378,595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,Ewallet,9.4,2019-02-06,evening,Wednesday,30
379,182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,Credit card,4.0,2019-01-30,afternoon,Wednesday,20
380,289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,Credit card,7.5,2019-01-11,morning,Friday,5
381,462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,Cash,4.2,2019-03-19,afternoon,Tuesday,31
382,868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,Cash,9.9,2019-01-14,afternoon,Monday,19
383,153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,Ewallet,4.2,2019-03-01,afternoon,Friday,27
384,662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,Ewallet,9.9,2019-01-06,afternoon,Sunday,9
385,525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,Cash,5.8,2019-01-31,afternoon,Thursday,16
386,689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,Cash,6.0,2019-03-11,afternoon,Monday,34
387,725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,Credit card,10.0,2019-02-20,evening,Wednesday,8
388,394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,Ewallet,9.5,2019-01-27,afternoon,Sunday,27
389,596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,Credit card,6.6,2019-03-10,afternoon,Sunday,23
390,541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,Cash,8.1,2019-02-15,afternoon,Friday,25
391,173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,Cash,9.7,2019-01-26,afternoon,Saturday,19
392,563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,Ewallet,7.2,2019-02-13,evening,Wednesday,6
393,308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,Credit card,6.2,2019-03-09,afternoon,Saturday,2
394,885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,Ewallet,7.3,2019-03-06,morning,Wednesday,9
395,726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,Ewallet,4.3,2019-01-24,evening,Thursday,9
396,316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,Ewallet,4.6,2019-03-13,afternoon,Wednesday,9
397,760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,Cash,5.8,2019-03-15,morning,Friday,22
398,793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,Credit card,8.3,2019-03-05,afternoon,Tuesday,14
399,346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,Cash,8.0,2019-03-04,evening,Monday,16
400,110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,Credit card,9.4,2019-03-25,evening,Monday,32
401,651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,Credit card,6.2,2019-03-12,evening,Tuesday,35
402,236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,Ewallet,9.8,2019-02-04,afternoon,Monday,30
403,831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,Ewallet,9.6,2019-02-22,morning,Friday,21
404,587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,Ewallet,4.9,2019-02-16,evening,Saturday,27
405,882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,Credit card,8.0,2019-01-19,afternoon,Saturday,5
406,732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,Credit card,7.8,2019-01-11,evening,Friday,11
407,725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,Cash,4.1,2019-01-04,evening,Friday,13
408,256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,Ewallet,5.5,2019-03-04,evening,Monday,9
409,372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,Ewallet,5.4,2019-01-28,evening,Monday,33
410,244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,Cash,5.1,2019-01-02,afternoon,Wednesday,19
411,569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,Ewallet,6.9,2019-01-25,afternoon,Friday,24
412,132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,Cash,7.8,2019-01-04,afternoon,Friday,4
413,696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,Ewallet,6.6,2019-03-10,evening,Sunday,12
414,472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,Ewallet,9.2,2019-03-22,evening,Friday,12
415,268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,Ewallet,7.8,2019-01-25,evening,Friday,24
416,750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,Credit card,8.7,2019-01-08,afternoon,Tuesday,32
417,186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,Ewallet,9.2,2019-01-22,morning,Tuesday,27
418,848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,Ewallet,8.3,2019-01-12,evening,Saturday,21
419,745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,Cash,8.2,2019-02-04,morning,Monday,1
420,266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,Ewallet,7.5,2019-03-28,afternoon,Thursday,27
421,740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,Cash,9.8,2019-01-23,afternoon,Wednesday,31
422,271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,Credit card,8.7,2019-02-08,afternoon,Friday,26
423,301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,Credit card,6.7,2019-03-19,evening,Tuesday,17
424,489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,Cash,5.0,2019-03-09,afternoon,Saturday,34
425,198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,Cash,7.0,2019-01-02,afternoon,Wednesday,16
426,269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,Cash,8.9,2019-01-21,evening,Monday,4
427,650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,Credit card,8.0,2019-03-20,afternoon,Wednesday,14
428,741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,Cash,6.9,2019-02-27,evening,Wednesday,22
429,325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,Ewallet,7.3,2019-03-08,morning,Friday,3
430,286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,Credit card,6.9,2019-01-31,evening,Thursday,23
431,574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,Ewallet,5.7,2019-03-08,evening,Friday,36
